name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp,brand
Maruti Ritz ZDi,2014.0,421000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.94,Maruti
Maruti Swift VDI BSIV,2014.0,500000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Renault Duster 85PS Diesel RxE,2014.0,585000.0,75000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,83.8,Renault
Maruti Wagon R VXI Optional,2015.0,380000.0,70000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04,Maruti
Maruti Baleno Delta 1.3,2018.0,645000.0,83000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2018.0,1000000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2,Hyundai
Hyundai Accent GLS 1.6 ABS,2004.0,110000.0,110000.0,Petrol,Individual,Manual,Second Owner,5,1599.0,94.0,Hyundai
Mercedes-Benz C-Class C 200 AVANTGARDE,2015.0,2100000.0,35000.0,Petrol,Individual,Automatic,First Owner,5,1991.0,181.04,Mercedes-Benz
Maruti Alto 800 LXI,2013.0,200000.0,24000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3,Maruti
Tata Indigo CR4,2011.0,250000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1396.0,70.0,Tata
Maruti Celerio VXI,2015.0,360000.0,40000.0,Petrol,Individual,Manual,Second Owner,5,998.0,67.04,Maruti
Tata Safari Storme EX,2016.0,650000.0,100000.0,Diesel,Individual,Manual,First Owner,7,2179.0,147.94,Tata
Land Rover Range Rover Evoque 2.2L Dynamic,2013.0,2600000.0,89000.0,Diesel,Dealer,Automatic,First Owner,5,2179.0,187.7,Land Rover
Maruti Wagon R VXi BSII,2012.0,225000.0,80000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Renault Duster 110PS Diesel RxL,2015.0,690000.0,93292.0,Diesel,Dealer,Manual,First Owner,5,1461.0,108.45,Renault
Maruti Ertiga VDI,2015.0,580000.0,70000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.76,Maruti
Honda Brio E MT,2012.0,245000.00000000003,47316.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Mahindra Xylo D4,2014.0,445000.0,120000.0,Diesel,Individual,Manual,Second Owner,7,2489.0,93.7,Mahindra
Datsun GO Plus A,2016.0,350000.0,20000.0,Petrol,Individual,Manual,First Owner,7,1198.0,67.0,Datsun
Honda City i VTEC CVT SV,2015.0,800000.0,20000.0,Petrol,Individual,Automatic,First Owner,5,1497.0,117.3,Honda
Maruti Swift Dzire ZDi,2015.0,650000.0,94000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9,Maruti
Maruti Alto 800 LXI,2013.0,185000.0,85000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3,Maruti
Tata Indigo CS LX (TDI) BS III,2013.0,140000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0,Tata
Maruti Zen Estilo VXI BSIV W ABS,2011.0,170000.0,55113.0,Petrol,Individual,Manual,First Owner,5,1130.3258167100319,72.96410345829393,Maruti
Mahindra Xylo E6,2011.0,270000.0,70000.0,Diesel,Individual,Manual,Second Owner,7,2498.0,112.0,Mahindra
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,900000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96,Ford
Mahindra Bolero 2011-2019 SLE,2019.0,710000.0,30000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1,Mahindra
Jaguar XF 3.0 Litre S Premium Luxury,2014.0,2250000.0,46000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,270.9,Jaguar
Honda Jazz 1.5 S i DTEC,2016.0,485000.0,39000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Maruti Wagon R VXI,2014.0,300000.0,20000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04,Maruti
Maruti Alto LXi,2010.0,130000.0,28000.0,Petrol,Individual,Manual,Second Owner,5,796.0,46.3,Maruti
Maruti Swift AMT ZXI Plus BSIV,2016.0,650000.0,52000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8,Maruti
Chevrolet Aveo U-VA 1.2 LS,2007.0,99000.0,84000.0,Petrol,Individual,Manual,First Owner,5,1150.0,74.9,Chevrolet
Hyundai Accent Executive LPG,2010.0,165000.0,80000.0,LPG,Individual,Manual,First Owner,5,1495.0,93.7,Hyundai
Tata Indigo LX,2012.0,300000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1405.0,70.0,Tata
Maruti Zen Estilo VXI BSIV,2014.0,190000.0,60000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Maruti Estilo LXI,2010.0,160000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1061.0,72.96410345829393,Maruti
Tata Hexa XE,2018.0,1250000.0,25000.0,Diesel,Individual,Manual,First Owner,7,2179.0,147.94,Tata
Tata Indigo eLX BS IV,2011.0,250000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0,Tata
Maruti Alto LX,2010.0,135000.0,70000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Datsun GO Plus Anniversary Edition,2017.0,300000.0,60000.0,Petrol,Individual,Manual,First Owner,7,1198.0,67.0,Datsun
Hyundai Grand i10 Sportz,2015.0,421000.0,68000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0,Hyundai
Tata Indigo eCS GLS,2013.0,210000.0,120000.0,Petrol,Individual,Manual,First Owner,5,1193.0,64.1,Tata
Ford Figo Diesel Titanium,2012.0,175000.0,120000.0,Diesel,Individual,Manual,Second Owner,5,1399.0,68.0,Ford
Ford Figo Petrol Titanium,2011.0,370000.0,56000.0,Petrol,Dealer,Manual,First Owner,5,1196.0,70.02,Ford
Volkswagen Polo 1.5 TDI Highline,2014.0,400000.0,110000.0,Diesel,Individual,Manual,Second Owner,5,1498.0,88.8,Volkswagen
Hyundai i20 1.4 CRDi Magna,2014.0,355000.0,67000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,90.0,Hyundai
Hyundai Grand i10 1.2 CRDi Magna,2017.0,500000.0,38465.0,Diesel,Individual,Manual,First Owner,5,1186.0,73.97,Hyundai
Ford Figo 1.5P Titanium AT,2016.0,600000.0,25000.0,Petrol,Individual,Automatic,First Owner,5,1499.0,110.4,Ford
BMW X3 xDrive20d xLine,2014.0,2150000.0,66000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,190.0,BMW
Volkswagen Vento Diesel Highline,2011.0,350000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1598.0,103.6,Volkswagen
Toyota Corolla Altis G,2009.0,325000.0,47000.0,Petrol,Dealer,Manual,First Owner,5,1798.0,138.1,Toyota
Renault Duster 85PS Diesel RxL,2013.0,420000.0,70000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,83.8,Renault
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2015.0,1150000.0,113000.0,Diesel,Dealer,Manual,First Owner,7,2494.0,100.6,Toyota
Mahindra TUV 300 mHAWK100 T8,2018.0,890000.0,55000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0,Mahindra
Mahindra Bolero Power Plus ZLX,2018.0,800000.0,35000.0,Diesel,Individual,Manual,First Owner,7,1493.0,70.0,Mahindra
Mahindra TUV 300 T8,2017.0,710000.0,120000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0,Mahindra
Tata Zest Revotron 1.2T XM,2016.0,400000.0,25000.0,Petrol,Individual,Manual,First Owner,5,1193.0,88.7,Tata
Hyundai i20 1.2 Sportz Option,2014.0,535000.0,44000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0,Hyundai
Mahindra XUV500 W9 BSIV,2018.0,1475000.0,24000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,152.87,Mahindra
Maruti Alto LXi BSIII,2005.0,85000.0,70000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Maruti Ciaz S 1.4,2017.0,800000.0,44771.0,Petrol,Dealer,Manual,First Owner,5,1373.0,91.1,Maruti
Volkswagen Ameo 1.0 MPI Comfortline,2019.0,500000.0,20000.0,Petrol,Individual,Manual,First Owner,5,999.0,75.0,Volkswagen
Chevrolet Spark 1.0 LT,2009.0,80000.0,50000.0,Petrol,Individual,Manual,First Owner,5,995.0,62.0,Chevrolet
Honda Brio S MT,2013.0,280000.0,70000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Hyundai Xcent 1.2 VTVT SX Option,2018.0,640000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86,Hyundai
Maruti Eeco 5 Seater AC BSIV,2019.0,380000.0,1500.0,Petrol,Individual,Manual,First Owner,5,1196.0,73.0,Maruti
Toyota Etios Cross 1.2L G,2016.0,434999.0,50000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,78.8,Toyota
Honda Brio S MT,2014.0,295000.0,60000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Maruti Swift ZXI,2014.0,411000.00000000006,54000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8,Maruti
Honda Civic 1.8 S MT,2007.0,245000.0,90000.0,Petrol,Individual,Manual,Third Owner,5,1799.0,130.0,Honda
Tata Indica V2 DLE BSIII,2007.0,65000.0,120000.0,Diesel,Individual,Manual,Third Owner,5,1396.0,52.8,Tata
Honda Brio V MT,2015.0,499000.0,49000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Maruti Wagon R AMT VXI,2016.0,420000.0,70000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.0,Maruti
Maruti Ritz LXi,2012.0,265000.0,54000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8,Maruti
Mahindra TUV 300 T6 Plus,2015.0,600000.0,80000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0,Mahindra
Maruti Wagon R VXI,2012.0,275000.0,61000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1,Maruti
Hyundai i10 Sportz 1.1L,2011.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1086.0,68.05,Hyundai
Maruti Alto K10 VXI,2014.0,270000.0,80000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05,Maruti
Maruti Ciaz Alpha Diesel,2019.0,1095000.0,15260.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Ciaz ZDi Plus SHVS,2015.0,550000.0,49000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Tata Indigo CR4,2011.0,200000.0,70000.0,Diesel,Individual,Manual,Second Owner,5,1396.0,70.0,Tata
Nissan Micra Active XL Petrol,2016.0,315000.0,15000.0,Petrol,Individual,Manual,First Owner,5,1198.0,67.04,Nissan
Hyundai Grand i10 CRDi Sportz,2015.0,370000.0,49000.0,Diesel,Dealer,Manual,First Owner,5,1120.0,70.0,Hyundai
Maruti Swift ZXI,2012.0,380000.0,100000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8,Maruti
Datsun GO T,2015.0,350000.0,61107.0,Petrol,Dealer,Manual,First Owner,5,1198.0,67.05,Datsun
Tata Tiago 2019-2020 XM,2018.0,310000.0,14902.0,Petrol,Dealer,Manual,First Owner,5,1199.0,83.83,Tata
Maruti Ignis 1.2 Zeta BSIV,2017.0,484999.0,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8,Maruti
Mahindra XUV500 W6 2WD,2018.0,1050000.0,50000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0,Mahindra
Mercedes-Benz S-Class S 300 L,2014.0,2575000.0,35000.0,Petrol,Dealer,Automatic,First Owner,5,2987.0,210.0,Mercedes-Benz
Mahindra XUV500 W8 4WD,2012.0,675000.0,120000.0,Diesel,Individual,Manual,Second Owner,7,2179.0,140.0,Mahindra
Hyundai i10 Magna 1.1L,2014.0,335000.0,61696.0,Petrol,Dealer,Manual,First Owner,5,1086.0,68.05,Hyundai
Datsun redi-GO T Option,2018.0,325000.0,2300.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.64,Datsun
Honda WR-V i-VTEC VX,2019.0,865000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1199.0,88.7,Honda
Maruti Ciaz Alpha Automatic BSIV,2018.0,900000.0,50000.0,Petrol,Individual,Automatic,First Owner,5,1462.0,103.25,Maruti
Maruti Ertiga ZXI,2013.0,550000.0,15000.0,Petrol,Individual,Manual,First Owner,7,1373.0,93.7,Maruti
Mercedes-Benz E-Class E 220 CDI Avantgarde,2012.0,1155000.0,72000.0,Diesel,Dealer,Automatic,First Owner,5,2148.0,170.0,Mercedes-Benz
Ford Fiesta 1.5 TDCi Trend,2015.0,425000.0,75000.0,Diesel,Individual,Manual,First Owner,5,1498.0,89.75,Ford
Chevrolet Spark 1.0 LT,2007.0,90000.0,60000.0,Petrol,Individual,Manual,Second Owner,5,995.0,62.0,Chevrolet
Maruti Wagon R LXI,2011.0,250000.0,32908.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1,Maruti
Hyundai Grand i10 CRDi Sportz,2015.0,415000.00000000006,80000.0,Diesel,Individual,Manual,First Owner,5,1120.0,70.0,Hyundai
Maruti Alto 800 CNG LXI,2013.0,220000.00000000003,25000.0,CNG,Individual,Manual,First Owner,5,796.0,47.3,Maruti
Maruti Alto 800 LXI,2013.0,225000.0,95011.0,Petrol,Dealer,Manual,First Owner,5,796.0,47.3,Maruti
Toyota Fortuner 4X2 AT,2013.0,1645000.0,143000.0,Petrol,Dealer,Automatic,First Owner,7,2694.0,163.05,Toyota
Renault KWID RXT Optional,2016.0,356000.0,9656.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3,Renault
Volkswagen Vento 1.5 TDI Comfortline AT,2016.0,640000.0,60000.0,Diesel,Dealer,Automatic,First Owner,5,1498.0,108.5,Volkswagen
Audi A4 30 TFSI Technology,2017.0,2650000.0,49000.0,Petrol,Dealer,Automatic,First Owner,5,1395.0,147.51,Audi
Mahindra Xylo D4 BSIV,2013.0,300000.0,100000.0,Diesel,Individual,Manual,First Owner,8,2498.0,112.0,Mahindra
Maruti Wagon R AMT VXI Option,2016.0,365000.0,29000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.0,Maruti
Maruti Swift VXI Optional,2017.0,570000.0,5000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8,Maruti
Hyundai Creta 1.6 CRDi SX Plus,2016.0,1100000.0,64000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2,Hyundai
Hyundai Grand i10 CRDi Sportz,2016.0,535000.0,5000.0,Diesel,Individual,Manual,First Owner,5,1120.0,70.0,Hyundai
Maruti Wagon R LXI CNG Avance Edition,2019.0,517000.0,22000.0,CNG,Dealer,Manual,First Owner,5,998.0,58.16,Maruti
Maruti Ertiga ZDI,2012.0,600000.0,110000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.8,Maruti
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010.0,550000.0,125000.0,Diesel,Individual,Manual,First Owner,7,2494.0,102.0,Toyota
Mahindra NuvoSport N6,2017.0,635000.0,10000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0,Mahindra
Mahindra XUV500 2011-2015 W8 FWD,2013.0,885000.0,92000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0,Mahindra
Honda Brio 1.2 VX MT,2017.0,410000.0,60500.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,2016.0,1675000.0,66240.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.8,Toyota
Honda Amaze VX i-DTEC,2017.0,600000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,295000.0,92000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,120.0,Mahindra
Maruti Swift Dzire AMT VXI,2018.0,765000.0,48000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8,Maruti
Maruti Alto 800 LXI,2018.0,280000.0,4600.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3,Maruti
Maruti Swift VDI,2012.0,485000.0,112755.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Volkswagen Vento 1.2 TSI Highline AT,2015.0,750000.0,56000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,103.2,Volkswagen
Tata Zest Revotron 1.2 XT,2014.0,365000.0,18057.0,Petrol,Dealer,Manual,First Owner,5,1193.0,88.7,Tata
Volkswagen Vento 1.5 TDI Highline,2015.0,490000.00000000006,48000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,103.2,Volkswagen
Ford Figo Diesel Titanium,2010.0,265000.0,93000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.0,Ford
Toyota Innova 2.5 G (Diesel) 8 Seater,2012.0,850000.0,120000.0,Diesel,Individual,Manual,First Owner,8,2494.0,100.0,Toyota
Maruti Vitara Brezza ZDi Plus Dual Tone,2016.0,1000000.0,20000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Hyundai Santro Xing XS,2007.0,120000.0,120000.0,Petrol,Individual,Manual,First Owner,5,1086.0,63.0,Hyundai
Honda Amaze S Petrol,2019.0,680000.0,7917.0,Petrol,Individual,Manual,First Owner,5,1199.0,88.76,Honda
Volkswagen Vento Diesel Highline,2011.0,335000.0,68000.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.6,Volkswagen
Maruti SX4 Vxi BSIII,2009.0,250000.0,125876.0,Petrol,Individual,Manual,Second Owner,5,1586.0,104.68,Maruti
Maruti Ciaz 1.4 Alpha,2018.0,770000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1373.0,91.1,Maruti
Honda City i DTEC VX,2014.0,574000.0,73000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
BMW 3 Series 320d Luxury Plus,2013.0,1300000.0,140000.0,Diesel,Individual,Automatic,Second Owner,5,1995.0,184.0,BMW
Maruti Wagon R LXI Minor,2009.0,140000.0,96000.0,Petrol,Individual,Manual,Second Owner,5,1061.0,67.0,Maruti
Mahindra Scorpio VLS 2.2 mHawk,2008.0,400000.0,100000.0,Diesel,Individual,Manual,Third Owner,7,2179.0,120.0,Mahindra
Maruti S-Presso VXI Plus,2019.0,455000.0,5000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.0,Maruti
Maruti Ertiga VXI,2018.0,725000.0,13315.0,Petrol,Dealer,Manual,First Owner,7,1462.0,103.26,Maruti
Maruti Baleno Delta Automatic,2018.0,600000.0,50000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,83.1,Maruti
Honda City i VTEC S,2015.0,500000.0,58058.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.3,Honda
Maruti Ertiga ZDI Plus,2016.0,665000.0,58000.0,Diesel,Dealer,Manual,First Owner,7,1248.0,88.5,Maruti
Maruti Ritz VDi,2010.0,180000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.9,Maruti
Hyundai i20 Asta 1.4 CRDi (Diesel),2018.0,785000.0,26830.0,Diesel,Dealer,Manual,First Owner,5,1396.0,90.0,Hyundai
Nissan Terrano XL 85 PS,2014.0,450000.0,82000.0,Diesel,Individual,Manual,Second Owner,5,1461.0,83.8,Nissan
Honda Brio 1.2 VX MT,2013.0,315000.0,40962.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Nissan Sunny Diesel XL,2012.0,340000.0,82000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,84.8,Nissan
Mercedes-Benz GL-Class 220d Celebration Edition,2016.0,3500000.0,40000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,168.0,Mercedes-Benz
Hyundai Verna 1.6 SX,2013.0,560000.0,74000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32,Hyundai
Maruti Baleno Zeta 1.2,2018.0,610000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1,Maruti
Maruti Alto K10 VXI,2016.0,285000.0,35000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05,Maruti
Chevrolet Beat Diesel LS,2013.0,160000.0,65919.0,Diesel,Dealer,Manual,First Owner,5,936.0,57.6,Chevrolet
Fiat Avventura Urban Cross 1.3 Multijet Dynamic,2016.0,450000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1248.0,91.72,Fiat
Volkswagen Polo 1.0 TSI Highline Plus,2018.0,655000.0,14000.0,Petrol,Dealer,Manual,First Owner,5,999.0,108.62,Volkswagen
Skoda Superb Elegance 1.8 TSI MT,2015.0,894999.9999999999,40000.0,Petrol,Dealer,Manual,First Owner,5,1798.0,157.75,Skoda
Mahindra Bolero 2011-2019 SLE,2012.0,400000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1,Mahindra
Maruti Swift Dzire Tour 2012-2018 LDI,2016.0,330000.0,150000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,2016.0,1500000.0,35512.0,Diesel,Dealer,Automatic,First Owner,7,2755.0,171.5,Toyota
Honda City i VTEC V,2015.0,700000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1497.0,117.3,Honda
Honda Jazz 1.5 VX i DTEC,2016.0,630000.0,44000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Mahindra Scorpio 2009-2014 EX 2WD 7S,2014.0,650000.0,70000.0,Diesel,Individual,Manual,First Owner,7,2523.0,75.0,Mahindra
Honda Civic 1.8 S MT,2006.0,89000.0,82000.0,Petrol,Individual,Manual,First Owner,5,1799.0,130.0,Honda
Maruti Swift Dzire VDi,2012.0,380000.0,70000.0,Diesel,Individual,Manual,Third Owner,5,1248.0,73.9,Maruti
Honda Civic 1.8 (E) MT,2009.0,245000.00000000003,62380.0,Petrol,Dealer,Manual,First Owner,5,1799.0,130.0,Honda
Maruti Swift Dzire Zdi BSIV,2011.0,275000.0,86000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.9,Maruti
Hyundai i20 Asta 1.4 CRDi,2015.0,715000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
Maruti Ciaz VDi Plus SHVS,2016.0,660000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Alto K10 2010-2014 VXI,2013.0,220000.00000000003,90000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Renault KWID RXT,2017.0,280000.0,50000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3,Renault
Mercedes-Benz S-Class S 350 CDI,2014.0,3000000.0,90000.0,Diesel,Dealer,Automatic,First Owner,5,2987.0,282.0,Mercedes-Benz
Hyundai i20 1.4 Sportz,2017.0,600000.0,54000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
BMW 3 Series 320si Sedan,2010.0,680000.0,48000.0,Petrol,Dealer,Automatic,First Owner,5,1995.0,154.0,BMW
Maruti Ciaz 1.4 Alpha,2018.0,875000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1373.0,91.1,Maruti
Mahindra Bolero 2011-2019 DI - AC BS III,2016.0,600000.0,120000.0,Diesel,Individual,Manual,First Owner,9,2523.0,63.0,Mahindra
Honda City i DTec VX Option,2016.0,850000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6,Honda
Tata Zest Quadrajet 1.3 75PS XMS,2017.0,500000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Tata
Maruti Wagon R VXI,2013.0,375000.0,61000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1,Maruti
Hyundai i20 Asta Option 1.2,2019.0,880000.0000000001,14000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83,Hyundai
Maruti Swift VDI,2012.0,475000.0,78000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Swift Dzire VDI,2013.0,395000.0,70000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,74.0,Maruti
Tata Manza Aura Quadrajet,2009.0,250000.0,43000.0,Diesel,Individual,Manual,First Owner,5,1248.0,90.0,Tata
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,2019.0,1090000.0,36520.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.59,Ford
Maruti Alto LXI,2004.0,105000.0,96000.0,Petrol,Individual,Manual,Third Owner,5,796.0,46.3,Maruti
Chevrolet Beat Diesel LS,2012.0,120000.0,69000.0,Diesel,Individual,Manual,First Owner,5,936.0,57.6,Chevrolet
Mahindra Thar CRDe,2019.0,975000.0,12584.0,Diesel,Dealer,Manual,First Owner,6,2498.0,105.0,Mahindra
Hyundai i20 Magna Optional 1.2,2012.0,290000.0,64000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.9,Hyundai
Maruti Ritz LDi,2015.0,325000.0,72000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9,Maruti
Mahindra Bolero 2011-2019 Plus - AC BSII,2015.0,410000.0,89635.0,Diesel,Dealer,Manual,First Owner,9,2523.0,63.0,Mahindra
Hyundai Santro Xing GL Plus LPG,2015.0,300000.0,85000.0,LPG,Individual,Manual,First Owner,5,1086.0,62.1,Hyundai
Maruti Ritz LDi,2012.0,175000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.94,Maruti
Hyundai Santro LE,2001.0,33983.0,80000.0,Petrol,Individual,Manual,Second Owner,5,1277.0219931271479,89.36408206330539,Hyundai
BMW X1 xDrive 20d xLine,2018.0,2000000.0,80000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,190.0,BMW
Hyundai i20 2015-2017 Sportz 1.2,2017.0,540000.0,26000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83,Hyundai
Mercedes-Benz E-Class E 220 CDI Avantgarde,2012.0,1075000.0,48000.0,Diesel,Dealer,Automatic,First Owner,5,2148.0,170.0,Mercedes-Benz
Renault Duster 110PS Diesel RxZ,2013.0,349000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1461.0,108.45,Renault
Toyota Etios GD,2012.0,320000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.05,Toyota
Maruti Wagon R LXI BSIII,2006.0,125000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1061.0,64.0,Maruti
Maruti Swift VDI Optional,2015.0,530000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Mahindra TUV 300 T6,2017.0,575000.0,70000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0,Mahindra
Fiat Grande Punto Sport 90BHP,2012.0,285000.0,70000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,92.0,Fiat
Mercedes-Benz E-Class E250 CDI Avantgarde,2011.0,1235000.0,56000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,203.0,Mercedes-Benz
Honda City i VTEC VX Option BL,2016.0,850000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1497.0,117.3,Honda
Volkswagen Vento 1.2 TSI Highline AT,2015.0,625000.0,44300.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,103.2,Volkswagen
Mahindra Quanto C4,2012.0,360000.0,78700.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0,Mahindra
